voie;id_bien;type_de_voie;id_no_voie
GODOT DE MAUROY;764;RUE;26
BUISSON ST LOUIS;765;RUE;32
DE LA REPUBLIQUE;766;AV;51
BEAUMARCHAIS;767;BD;38
VERONESE;768;RUE;10
DELAMBRE;769;RUE;28
D ODESSA;770;RUE;9
DU MOULIN VERT;771;RUE;57
DES PLANTES;772;RUE;76
DE VAUGIRARD;773;RUE;380
DE LOURMEL;774;RUE;145
LOUIS DAVID;775;RUE;7
LEGENDRE;776;RUE;53
DES BATIGNOLLES;777;BD;36
TRUFFAUT;778;RUE;26
MARX DORMOY;779;RUE;64
PHILIPPE DE GIRARD;780;RUE;86
PETIT;781;RUE;50
D HAUTPOUL;782;RUE;59
DE LA VILLETTE;783;RUE;14
PELLEPORT;784;RUE;41
DES PYRENEES;785;RUE;133
JACQUES BOURGEOIS;786;RUE;36
DU VIEUX RU;787;RUE;30
DE LA FORET;788;ALL;6
DU BOIS;789;PROM;41
DU STADE;790;RUE;6
CLAUDE MONET;791;PL;13
MARCELIN BERTHELOT;792;RUE;4
DE PARIS;793;RUE;68
JULES LEFEVRE;794;RUE;12
DE L OURCQ;795;BD;40
MAURICE BERTEAUX;796;AV;27
TROIS FORETS;797;RES;3
DE L ILE DU BAC;798;QUAI;25
CHARLES DE GAULLE;799;RUE;2
DES MONTS D ARREE;800;RUE;5
DE L ANCIENNE MAIRIE;801;RUE;7
DE L OREE DE LA VALLEE;802;RUE;1
DE SAINT GERMAIN;803;AV;5
VENEZIA;804;PROM;3
JULES HERBRON;805;RUE;12
COLONEL TEYSSIER;806;AV;68
LE PARC;807;RES;9000
ADRIEN DUBOUCHE;808;RUE;4
GAMBETTA;809;AV;22
ROBERT SCHUMAN;810;RUE;61
DE L ANCIENNE FORGE;811;IMP;4
DE VILLOISON;812;RUE;19
ALBERT EINSTEIN;813;SQ;11
ALPHONSE LAVERAN;814;RUE;1
GENERAL LECLERC;815;AV;160
DU COLLEGE;816;CHE;2
ANTOINE ROCCA;817;RUE;14
JEAN JAURES;818;AV;76
DU FOUR A PAIN;819;CHE;4
LAVOISIER;820;ALL;9
CHARLES CHEFSON;821;RUE;1
PAUL DEROULEDE;822;RUE;23
DE SEVRES;823;RUE;18
MAILLASSON;824;RUE;17
J B CLEMENT;825;AV;78
CHARLES DE GAULLE;826;AV;8
DU CHATEAU;827;RUE;94
FERDINAND JAMIN;828;RUE;21
D AULNAY;829;RUE;144
D ESTIENNE D ORVES;830;RUE;1
MOSLARD;831;RUE;7
ALEXIS BOUVIER;832;RUE;42
VEUVE LACROIX;833;RUE;61
P VAILLANT COUTURIER;834;RUE;15
BARBES;835;RUE;18
JEAN JAURES;836;AV;58
MAURICE ARNOUX;837;RUE;50
ALEXANDRE;838;AV;21
DU MARCHE;839;RUE;12
DE VILLIERS;840;RUE;85
DE CHEZY;841;RUE;50
DU BICENTENAIRE;842;RUE;3
PAUL DOUMER;843;AV;134
DE L EMPEREUR;844;RTE;187
GAMBETTA;845;RUE;134
FRANCOIS 1ER;846;RUE;11
DE PARIS;847;RUE;9
ROGER SALENGRO;848;RUE;76
JULES MICHELET;849;RUE;12
DU BEL AIR;850;RUE;1
JEAN JAURES;851;RUE;47
ALEXANDRE BOUCHER;852;RUE;46
DE LA PRAIRIE;853;RUE;15
DU PRESIDENT WILSON;854;AV;14
DES ECOLES;855;RUE;56
DE LA DAME BLANCHE;856;AV;48
VAN GOGH;857;ALL;14
CARNOT;858;RUE;71
FUSILLES DE CHATEAUBRIANT;859;AV;36
ALBERT DE MUN;860;RUE;13
DE LA PAIX;861;RUE;4
SAO JOAO DA PESQUEIRA;862;RUE;9
DES GENOTTES;863;AV;42
ARISTIDE BRIAND;864;RUE;6
LA BUTTE OLIVE;865;;23
LA DIVISION LECLERC;866;AV;176
DE BRETAGNE;867;ALL;9001
DU MOUTON;868;RUE;4
BERTHELOT;869;ALL;8
HABITATION BEAUREGARD;870;;5820
DE PRE BAILLY;871;RUE;240
DUGOMMIER;872;BD;29
DE LA ROSTAGNE;873;AV;18
GUYNEMER;874;BD;47
DU PFR CALMETTE;875;RUE;24
DE LA VERRERIE;876;RUE;6
ESTEREL PARC;877;BD;77
MAL VAUBAN;878;RUE;52
STALINGRAD;879;BD;34
DE LA BANQUIERE;880;QUAI;140
DES JASMINS;881;AV;4
EMILE ZOLA;882;RUE;31
LES HAMEAUX DE LA PLAGE;883;RES;100
CENTRAL PARC;884;RES;9001
DES TOURNEURS;885;ALL;9001
MARIUS LIEUTAUD;886;RUE;22
DE SAINTE CROIX;887;CHE;9002
GENERAL DE GAULLE;888;AV;26
CAMILLE FLAMMARION;889;BD;64
DES DAMES;890;BD;17
DES CHARTREUX;891;AV;133
SAINT ETIENNE;892;RUE;3
GOUFFE;893;CRS;81
FORT DU SANCTUAIRE;894;RUE;2
DU COMMANDANT ROLLAND;895;RUE;66
DE MAZARGUES;896;AV;642
DE LA MALVINA;897;TSSE;27
DES OLIVES;898;AV;139
FONDACLE;899;RES;5001
OLLIFFE;900;RUE;40
DE LA REPUBLIQUE;901;AV;17
RES LES MARINES 1;902;VC;9001
DE NORMANDIE;903;RUE;1194
CHARLES MOZIN;904;RUE;8
JEAN JACQUES ROUSSEAU;905;RUE;35
NEUVE D ARGENSON;906;RUE;14
GUYNEMER;907;RUE;1
MARECHAL LYAUTEY;908;RUE;9021
CARDINAL FESCH;909;RUE;13
SAN CIPRIANO;910;;5243
DE CARNON;911;RTE;841
DES JUSTICES VIEILLES;912;CHE;465
DU PRINTEMPS;913;RUE;10
GAMBETTA;914;BD;50
DES CONSULS;915;RUE;26
PAUL ESTIVAL;916;RUE;9
DE CASTRES;917;AV;230
DE REVEL;918;RTE;53
DE LA COTE D'ARGENT;919;BD;247
LAFONTAINE;920;RUE;43
TEULERE;921;RUE;15
BOUDET;922;RUE;22
STEHELIN CAUD;923;RUE;178
DES LIEGES;924;RUE;50
DE CAZAUX;925;ALL;51
DE LA VIGNE CAP FERRET;926;AV;9055
DES FAUVETTES;927;AV;28
GAMBETTA;928;CRS;224
DE MONTPELLIER;929;RTE;96
DU CHATEAU VERT;930;CITE;9077
DE SAINT ENOGAT;931;RUE;65
DE L EGLISE;932;PL;2
DE BREST;933;RUE;20
DU DAUPHINE;934;SQ;4
SAINT FRANCOIS;935;RUE;73
DE LA MONNAIE;936;RUE;3
DE BELGRADE;937;RUE;10
BERRIAT;938;CRS;54
DE L ALTIPORT;939;RTE;236
GRAND PLAN;940;;5362
LE COURLIS;941;IMP;15
DE CARTALE;942;RUE;87
LA FONTAINE CHAUDE;943;RUE;13
DE LA GRANDE PLAGE;944;AV;5
LUCIEN JARDEL;945;RUE;46
DU FOREZ;946;PL;16
JEAN BAPTISTE CLEMENT;947;BD;91
CHEVREUL;948;RUE;19
DE LA VERDIERE;949;RUE;38
MARCEL SEMBAT;950;RUE;4
BENONI GOULLIN;951;BD;16
COPERNIC;952;RUE;24
ANDREE VIOLLIS;953;AV;4
RECTEUR SCHMITT;954;RUE;1
GIRODET;955;RUE;11
DE LA REPUBLIQUE;956;RUE;15
D ANTIOCHE;957;RUE;49
ST LAZARE;958;RUE;21
SAINT PIERRE;959;RUE;72
DE LA LIBERATION;960;RUE;43
CHAMP RETON;961;RUE;3
DES 4 VENTS;962;RUE;9
DU BOIS DUPONT;963;RUE;3
CHARLES DE GAULLE;964;PL;25
FAIDHERBE;965;RUE;1068
CARNOT;966;BD;10
DU PARC;967;RUE;16
DE LA REPUBLIQUE;968;AV;256
CHAMBIGES;969;RUE;7
HENRI PAUQUET;970;RUE;123
DU 19 MARS 1962;971;AV;5
ALBERT 1ER;972;AV;11
DES CEDRES;973;RUE;3
DE CHARRIERE BLANCHE;974;CHE;20
DU DOC TERVER;975;AV;6
GAMBETTA;976;RUE;21
DU COMMERCE;977;RUE;8
SGT BLANDAN;978;RUE;46
DESIREE;979;RUE;19
LAMARTINE;980;RUE;3
PROFESSEUR PATEL;981;RUE;31
CARNOT;982;PL;14
EPIERRE;983;;5048
IMM LES GENTIANES;984;;5661
DES PIERRIERS;985;CHE;40
SAINT DENIS;986;RUE;131
DU LOUVRE;987;RUE;20
DE LA MICHODIERE;988;RUE;20
DE PALESTRO;989;RUE;37
SAINT DENIS;990;RUE;216
DES ECOUFFES;991;RUE;1
LA FAYETTE;992;RUE;91
DE LA VILLETTE;993;BD;53
DU FAUBOURG DU TEMPLE;994;RUE;48
DE LAPPE;995;RUE;33
SAINT BERNARD;996;RUE;7
CROZATIER;997;RUE;50
BRANCION;998;RUE;60
BRANCION;999;RUE;69
SAINT CHARLES;1000;RUE;148
WILHEM;1001;RUE;10
ERLANGER;1002;AV;4
GOUVION ST CYR;1003;BD;5
PEREIRE;1004;BD;18
DES DAMES;1005;RUE;46
BESSIERES;1006;RUE;12
LANTIEZ;1007;RUE;30
NEY;1008;BD;123
LAMARCK;1009;RUE;93
LAMARCK;1010;RUE;139
CAULAINCOURT;1011;RUE;105
FERDINAND FLOCON;1012;RUE;10
FEUTRIER;1013;RUE;8
DE PANAMA;1014;RUE;1
STEPHENSON;1015;RUE;38
JACQUES KABLE;1016;RUE;19
DE BELLEVILLE;1017;RUE;257
DES PYRENEES;1018;RUE;397
DE LA REPUBLIQUE;1019;RUE;8
HENRI VAUSSARD;1020;ALL;13
DES CARROSSES;1021;AV;15
GEORGES CLEMENCEAU;1022;RUE;37
HERVE LEGRAND;1023;ALL;46
DE L AQUITAINE;1024;RES;751
RUE JEAN JAURES HLM;1025;;17
DES SABLONS;1026;RUE;2
DE LA GRANDE FERME;1027;RUE;13
JEHAN DE CHAMBLY;1028;RUE;4
CHARLES ROUXEL;1029;AV;111
DES MOLINOTS;1030;RUE;37
DU DANUBE;1031;CRS;42
DE L ELBE;1032;CRS;33
D AMILLY;1033;PL;5
DE CHATOU;1034;RTE;15
DES ERABLES;1035;RUE;11
MARGUERITE BERVOETS;1036;RUE;3
HOCHE;1037;RUE;95
QUINCAMPOIX;1038;RUE;7
PAYMAL;1039;BD;10
DE VERDUN;1040;RUE;17
DES TROIS PAVILLONS;1041;RUE;5
HENRI TOURNIE;1042;RUE;43
VICTOR ROUGIER;1043;RUE;9100
JEAN JAURES;1044;PL;11
ALBERT PIAULT;1045;RUE;330
MICHELET;1046;RUE;14
LES HORIZONS;1047;RES;5564
MAS DE LA PLAINE DU ROI;1048;ALL;41
FELIX CLERY;1049;RUE;30
ARISTIDE BRIAND;1050;AV;9001
PIN ROLLAND PLAGE;1051;RES;4
FORBIN DE JANSON;1052;RUE;285
ROBERT SCHUMAN;1053;RUE;28
EDOUARD VAILLANT;1054;RUE;97
DES MARRONNIERS;1055;RUE;4
ST SPIRE;1056;RUE;98
CORNEILLE;1057;RUE;29
GUSTAVE FLAUBERT;1058;RUE;16
DU PARC PIERRE;1059;RES;24
CHARLES ROSSIGNOL;1060;RUE;15
DU GENERAL DE GAULLE;1061;AV;8
HENRI ROSSIGNOL;1062;RUE;7
PASTEUR;1063;RUE;3
DE NANTERRE;1064;RUE;45
DE NORMANDIE;1065;RUE;11
GEORGES GUYNEMER;1066;RUE;37
TRAVERSIERE;1067;RUE;20
NATIONALE;1068;RUE;17
DE LA REINE;1069;RTE;72
DU CHATEAU;1070;RUE;114
ELIE LE GALLAIS;1071;RUE;2
DE LA FONTAINE HENRI IV;1072;RUE;24
DE LA FONTAINE HENRI IV;1073;RUE;18
DU GENERAL LECLERC;1074;BD;85
D'ESTIENNE D'ORVES;1075;RUE;274
DE VERDUN;1076;BD;125
DU DOCTEUR SOUBISE;1077;RUE;52
ANATOLE FRANCE;1078;RUE;109
BANES;1079;RUE;26
PAUL BERT;1080;RUE;22
DE LA COMMUNE DE PARIS;1081;AV;33
DE LA SEINE;1082;BD;2
DU GAL KOENIG;1083;BD;85
DE LA SAUSSAYE;1084;BD;33
DE LA REPUBLIQUE;1085;RUE;35
FEUDON;1086;RUE;3
DE LA FOUILLEUSE;1087;RUE;76
DES CHENES;1088;RUE;103
DU PARC;1089;AV;6
ANIZAN CAVILLON;1090;RUE;21
DE PARIS;1091;RUE;177
DES VILLEGRANGES;1092;RUE;7
DU PRESSOIR;1093;RUE;1
JEAN JACQUES ROUSSEAU;1094;ALL;57
ROGER RAMEAU;1095;RUE;2
BERTHE;1096;RUE;2
LA CLEF DES CHAMPS;1097;RUE;14
DU GROS CHENE;1098;AV;4
DE STALINGRAD;1099;AV;125
LA HAIE GRISELLE;1100;;
DES COUDRAIS;1101;RUE;20
MIRABEAU;1102;RUE;56
L'INSURRECTION PARISIENNE;1103;RUE;5
GENERAL LECLERC;1104;AV;29
ROGER SALENGRO;1105;RUE;11
DE BRIE;1106;RUE;3
DU PROPHETE;1107;AV;5
GUILLAUME COLLETET;1108;RUE;4
DU VAL D OSNE;1109;RUE;53
DES PENDANTS;1110;RUE;9
HENRI LEDUC;1111;RUE;8
DE FONTENAY;1112;RUE;78
LOUISE AGLAE CRETTE;1113;RUE;27
FRANCOIS VILLON;1114;RUE;22
RODIN;1115;AV;19
GEORGE  V;1116;RUE;38
GRANDE RUE;1117;GR;10
PAUL GAUGUIN;1118;ALL;17
DE VERDUN;1119;AV;3
DE LA TOURNELLE;1120;RUE;14
BAS LIDO;1121;;5602
DE LAYE;1122;RUE;13
BONNOT;1123;RUE;11
FERNAND MARQUIGNY;1124;PL;2
LES MELEZES;1125;RES;7003
PASTEUR;1126;AV;18
GENERAL LECLERC;1127;AV;25
JEAN DE RIOUFFE;1128;RUE;17
MARQUET;1129;AV;12
DU CHATEAU;1130;RUE;4
DU PUITS DU PLAN;1131;CHE;1091
CORNICHE FLEURIE;1132;AV;179
DE LA REPUBLIQUE;1133;AV;54
HEROLD;1134;RUE;31
SPITALIERI;1135;RUE;2
ASSALIT;1136;RUE;23
GLORIA;1137;AV;8
DE LA MADELEINE;1138;BD;65
DE LA REPUBLIQUE;1139;AV;556
LE COLLET;1140;;5400
DE LA LIBERTE;1141;AV;101
DE BELGIQUE;1142;AV;15
BEL AIR;1143;AV;500
DE LA TOURAQUE VAUGRENIER;1144;ALL;3
DE MARVIGNES;1145;RTE;193
DE L  EGLISE;1146;PL;7
JULES DIDIER;1147;RUE;26
DU PORT;1148;RES;1
MYKONOS;1149;RES;237
MARYLAND 2;1150;RES;418
HAWAI;1151;RES;470
DE 1848;1152;BD;35
BOILEAU;1153;RUE;23
DU CLOS DES OLIVIERS;1154;AV;14
FORTIA;1155;RUE;4
DU PETIT PUITS;1156;RUE;33
DE FORBIN;1157;RUE;51
CAVAIGNAC;1158;RUE;33
DESAIX;1159;RUE;10
CHARLES DE FOUCAULD;1160;RUE;2
DES CHARTREUX;1161;AV;158
CHAVE;1162;BD;71
DOCTEUR ESCAT;1163;RUE;22
TARGUIST;1164;TRA;7
DE SAINTE MARGUERITE;1165;BD;40
DE SAINT LOUP;1166;BD;103
DES VIEUX CYPRES;1167;PARC;29
DE VALDONNE;1168;AV;1
DE CHATEAU GOMBERT;1169;CHE;153
DU MOULIN A VENT;1170;TSSE;13
MADRAGUE VILLE;1171;CHE;381
MAURICE ALLAIRE;1172;RUE;18
VICTOR HUGO;1173;RUE;147
DU PORT;1174;AV;1
DES FLEURS;1175;RUE;23
RESIDENCE DUC DE NORMANDIE;1176;RES;9088
ANDRE LEMOYNE;1177;RUE;2
DE LA GUITARDERIE;1178;RUE;10
DE PONTIVY;1179;RUE;34
MITARDE;1180;RUE;9003
EMILE ZOLA;1181;RUE;4
D ARENES;1182;RUE;29
DES BOULEAUX;1183;ALL;5091
DE BARCELONNE;1184;RTE;12
DU BOIS MERRAIN;1185;RUE;14
DU FAUBOURG LA GRAPPE;1186;RUE;50
DE LYON;1187;RUE;62
CARREGA;1188;PL;15
D AIGUES VIVES;1189;RTE;6404
DES VIGNES;1190;RUE;9
JEAN JACQUES BOSC;1191;BD;290
DE FRANCS;1192;ALL;16
JEAN GIONO;1193;ALL;73
KLEBER;1194;RUE;85
DU MARECHAL JOFFRE;1195;RUE;12
DU VELODROME;1196;RUE;56
ARISTIDE BRIAND;1197;RUE;13
ANNA DE NOAILLES;1198;RUE;10
ROBERT DROUX;1199;ALL;2
DU CHIQUET;1200;AV;22
DES ACACIAS;1201;ALL;24
ROLLA;1202;RES;9001
DE LA LIBERATION;1203;CRS;690
GUSTAVE LOUDE;1204;RUE;2
DE LA TOISON D OR;1205;RUE;7
IMM CLAIR SOLEIL;1206;;9001
DU PIOCH;1207;RUE;9420
MAURICE CLAVEL;1208;RUE;40
MAURICE CLAVEL;1209;RUE;40
CLAUDE MAZET;1210;RUE;11
PAUL PAGET;1211;IMP;1
CROIX DE LA MISSION;1212;RUE;5
BEAUMELLE;1213;RUE;3
LE LAUZAS;1214;;
LES VILLAGEOISES;1215;LOT;
DE VERDUN;1216;BD;61
DE LA LIBERTE;1217;PL;11
FOUNJUT;1218;CAMI;53
SAINT ROCH;1219;IMP;5034
DE LA SOURCE;1220;CHEM;21
DE LA GARDELLE;1221;RUE;1
DES CHARPENTERIES;1222;RUE;21
FRANCIS POULENC;1223;SQ;5
PIMBERT;1224;RUE;6
JEAN ROYER;1225;BD;190
DU MAQUIS DE L OISA;1226;RUE;2
DE STALINGRAD;1227;RUE;20
GUILBAUD;1228;CHE;15
GARDE ROLLAND;1229;CHE;183
LE CALVAIRE;1230;;5757
DE LA RESIDENCE ST MURY;1231;ALL;10
DE SAINT OLIVE;1232;RUE;11
DE LA REPUBLIQUE;1233;AV;81
ANTOINE BRUN;1234;RUE;12
FRANCOIS MITTERRAND;1235;BD;2502
DE LA PAIX;1236;RUE;5
DE LA LYRE;1237;CHE;1
DES URSULES;1238;RUE;3
DES URSULINES;1239;RUE;111
CENTRALE;1240;RUE;10
GALLIENI;1241;AV;17
AMPERE;1242;RUE;7
MARCELLIN CHAMPAGNAT;1243;RUE;20
VICTOR HUGO;1244;CRS;21
SAINT ENNEMOND;1245;RUE;74
VICTOR DURUY;1246;AV;7
DE LA FOSSE;1247;RUE;6
DE LA ROSIERE D ARTOIS;1248;RUE;28
PASTEUR;1249;RUE;3
DU CHANGE;1250;RUE;14
DES TEMPLES;1251;RUE;2
LLOYD GEORGE;1252;AV;1
DES CHARDONNERETS;1253;ALL;153
DU PRIEURE;1254;RES;9011
H DE TOCQUEVILLE;1255;RUE;4
DE LA CORDERIE;1256;RUE;43
DES TILLEULS;1257;AV;213
HINCMAR;1258;RUE;33
ST ANTOINE;1259;IMP;9239
CARNOT;1260;RUE;9
DE VIC;1261;RUE;60
PIERRE ALLIO;1262;RUE;52
SCUBIDAN;1263;;9021
DE PORT MARIA;1264;CHEM;6080
DU MEZAT BRAS;1265;RUE;34
DE LOURDES;1266;RUE;8
DES BOUCHERS;1267;RUE;35
ALEXANDRE DESROUSSEAUX;1268;RUE;4
FAIDHERBE;1269;RUE;108
DES TISSERANDS;1270;RUE;19
CORREUS;1271;RUE;29
CARNOT;1272;RUE;10
PIERRE CURIE;1273;RUE;26
RONSARD;1274;RUE;4
PASTEUR;1275;RUE;134
MARCEL BLANCHET;1276;RUE;1
DES CAPUCINS;1277;RUE;13
SAINT AUBERT;1278;RUE;101
AMABLE FAUCON;1279;RUE;4
DU DR ROUX ST NECTAIRE BA;1280;AV;5010
JOUANETOTTE;1281;RES;9001
DE LA POSTE;1282;RUE;5002
GRANDE RUE DE SAINT CLAIR;1283;;73
PIERRE DUMOND;1284;AV;132
DES TERRASSES;1285;ALL;9001
DU FRERE BENOIT;1286;ALL;4
LES GRANDES TERRES;1287;LOT;7
DE LA REPUBLIQUE;1288;RUE;69
JEAN COCTEAU;1289;RUE;166
DU PAVE;1290;IMP;1
FRANKLIN;1291;RUE;42
D ISLY;1292;RUE;3
JEANNE - MARIE CELU;1293;RUE;11
DE BOURGOGNE;1294;RUE;28
JEAN JAURES;1295;RUE;43
JEAN JAURES;1296;RUE;85
DE LA REPUBLIQUE;1297;AV;37
DE L ARLANDAZ;1298;RTE;72
DU CRY;1299;CHE;20
DES PERIADES;1300;DSC;58
DU CLOS DE LA CORRUAZ;1301;RUE;100
DE RAFORT;1302;RTE;254
GRILLET;1303;RUE;176
DU BOUCHET;1304;RUE;3
DES THEZIERES;1305;AV;399
DE L ARBRE SEC;1306;RUE;62
DU CROISSANT;1307;RUE;16
DE CLERY;1308;RUE;89
DU BOURG L ABBE;1309;RUE;10
SAINT MARTIN;1310;RUE;73
DE RIVOLI;1311;RUE;33
DES BLANCS MANTEAUX;1312;RUE;19
DE RIVOLI;1313;RUE;11
MORLAND;1314;BD;14
PASCAL;1315;RUE;23
SEGUIER;1316;RUE;5
DES CANETTES;1317;RUE;10
JACOB;1318;RUE;3
DE L UNION;1319;PAS;3
DE GRENELLE;1320;RUE;137
DE L UNIVERSITE;1321;RUE;164
DES CHAMPS ELYSEES;1322;AV;76
D AMSTERDAM;1323;RUE;81
HENRY MONNIER;1324;RUE;4
RODIER;1325;RUE;14
DES MARTYRS;1326;RUE;30
DU CHATEAU D EAU;1327;RUE;42
BUISSON ST LOUIS;1328;RUE;10
CLAUDE VELLEFAUX;1329;AV;4
DE LA PIERRE LEVEE;1330;RUE;11
DU MOULIN JOLY;1331;RUE;12
JEAN PIERRE TIMBAUD;1332;RUE;70
DE LA REPUBLIQUE;1333;AV;110
NEUVE DES BOULETS;1334;RUE;5
DU DOCTEUR GOUJON;1335;RUE;15
DE PICPUS;1336;RUE;24
DIDEROT;1337;BD;56
DUMERIL;1338;RUE;17
DE LA VISTULE;1339;RUE;19
DU MOULIN DE LA POINTE;1340;RUE;12
DE PORT ROYAL;1341;SQ;10
CAMPAGNE PREMIERE;1342;RUE;5
DU MAINE;1343;AV;188
MOUTON DUVERNET;1344;RUE;2
DU MOULIN VERT;1345;RUE;53
DESNOUETTES;1346;RUE;27
PASTEUR;1347;BD;80
CHANEZ;1348;RUE;15
DESBORDES VALMORE;1349;RUE;9
LAURENT PICHAT;1350;RUE;8
BOISSIERE;1351;RUE;48
BELIDOR;1352;RUE;9
RENNEQUIN;1353;RUE;3
NIEL;1354;AV;15
DE COURCELLES;1355;RUE;181
ARTHUR BRIERE;1356;RUE;6
CAVALLOTTI;1357;RUE;6
DES SAULES;1358;RUE;51
MONTCALM;1359;RUE;11
ORDENER;1360;RUE;130
CHAMPIONNET;1361;RUE;94
DUHESME;1362;RUE;95
DE CLIGNANCOURT;1363;RUE;114
DOUDEAUVILLE;1364;RUE;55
MANIN;1365;RUE;109
JEAN BAPTISTE DUMAY;1366;RUE;6
Z 20;1367;;4
HAXO;1368;RUE;80
DES PYRENEES;1369;RUE;226
GAMBETTA;1370;AV;30
FRONT DE MER;1371;PROM;10
DU DOCTEUR PEPIN;1372;RUE;200
DE LA REPUBLIQUE;1373;RUE;17
KONRAD ADENAUER;1374;RUE;4
DU GENERAL DE GAULLE;1375;RUE;29
DE LA CLAIRIERE;1376;ALL;20
DE FRANCE;1377;RUE;27
DE LA MARE PLATE;1378;RUE;7
COROT;1379;RUE;47
DE LA CHARBONNIERE;1380;RUE;20
DU GEN DE GAULLE;1381;RUE;7
ANCIENNE LAITERIE;1382;IMP;15
DES SOURCES;1383;RUE;18
DE LA REPUBLIQUE;1384;RUE;3
DU GENERAL DE GAULLE;1385;RUE;10
DES PETITS MARAIS;1386;CHE;15
JEAN GABIN;1387;RUE;27
DE L AMANDIER;1388;RUE;1
DE L AQUEDUC;1389;ALL;7
ARISTIDE BRIAND;1390;RES;75
ROSA BONHEUR;1391;ALL;3
ERNEST RENAN;1392;RUE;4
DE DIANE;1393;PARC;6
MASSON;1394;RUE;15
DE LORRAINE;1395;RUE;14
DES SABLONS;1396;SQ;1
DU JURANCON;1397;SQ;1
DE TESSANCOURT;1398;RUE;4
DU CLOS DU PARC;1399;RUE;17
DE NORMANDIE;1400;ALL;3
VICTOR HUGO;1401;RUE;12
DES BAUGES;1402;AV;163
MARYSE BASTIE;1403;RUE;4
DU DOCTEUR VAILLANT;1404;RUE;14
ANDRE BONNENFANT;1405;RUE;17
ARTHUR RIMBAUD;1406;ALL;20
JEAN JAURES;1407;RUE;40
DES CRENEAUX;1408;RUE;31
BAILLY;1409;RUE;10
ANDRE CHENIER;1410;RUE;8
CARNOT;1411;RUE;16
DE BROSSARD;1412;RUE;11
DES CANNETTES;1413;RUE;9
DE LA PLAGE;1414;AV;893
PIERRE MENDES FRANCE;1415;RUE;10
DE FOURNIGUE;1416;CHE;9717
FRANCOIS REBOUL;1417;RUE;83
MATIGNON;1418;BD;9
EDOUARD BRANLY;1419;RUE;6
DES ILAIRES;1420;AV;15
DU DEUXIEME SPAHIS;1421;AV;231
AMPERE;1422;RUE;1
DE LA RAMEE;1423;RUE;8
DE LA ROSE DES VENTS;1424;IMP;32
ALBERT PROUTEAU;1425;QUAI;23
DU MARAIS;1426;AV;64
DES PINS;1427;AV;12
DES PAYS DE MONTS;1428;AV;1
ARISTIDE BRIAND;1429;AV;100
DE LA 1ERE ARMEE FRANCAISE;1430;RUE;4
MARIE CURIE;1431;RUE;25
DE PARIS;1432;RUE;27
DES PLATANES;1433;ALL;9
CENT RES BELLEVUE;1434;;34
DE L ILE DE FRANCE;1435;AV;7
DES ERABLES;1436;RUE;7
PASCAL;1437;RUE;2
SAINT GILLES;1438;PL;1
DE LA ROCHE BENOTTE;1439;RUE;4
GEOFFROY ST HILAIRE;1440;RUE;2
DE L ETANG;1441;RUE;11
VOIE DU SUD;1442;RES;9001
VICTOR BASCH;1443;RUE;7
JEAN MOULIN;1444;RUE;11
DE CHARTRES;1445;RUE;37
DE LA CERISAIE;1446;IMP;23
ELISEE RECLUS;1447;RUE;2
DES SOURCES;1448;RUE;143
DE BRETAGNE;1449;RUE;23
DE BRETAGNE;1450;RUE;23
GALLIENI;1451;RUE;21
MAURICE BOKANOWSKI;1452;RUE;44
DU GENERAL MANGIN;1453;RUE;17
PIERRE JOIGNEAUX;1454;RUE;50
GALLIENI;1455;RUE;160
STALINGRAD;1456;QUAI;8
DES LONGS PRES;1457;RUE;34
DE LA TOURELLE;1458;RUE;35
DU GENERAL LECLERC;1459;AV;5
RENE ROECKEL;1460;RUE;4
DU PETIT CHAMBORD;1461;AV;7
ANATOLE FRANCE;1462;RUE;106
CARNOT;1463;RUE;36
HEBERT;1464;RUE;23
DU GENERAL LECLERC;1465;BD;45
SOUCHAL;1466;RUE;4
CHARLES DE GAULLE;1467;BD;41
DE COLOMBES;1468;RUE;82
JEAN BONAL;1469;RUE;39
EDOUARD MANET;1470;ALL;2
DE LA DEFENSE;1471;RUE;25
VICTOR HUGO;1472;RUE;9
DU VAL;1473;RUE;15
DE LA REPUBLIQUE;1474;AV;156
HENRI BARBUSSE;1475;RUE;81
LUCIEN DUCASTEL;1476;RUE;84
DU BOIS DE BOULOGNE;1477;RUE;27
PERRONET;1478;RUE;86
DU CAPITAINE GEORGES FACQ;1479;RUE;31
MARIUS JACOTOT;1480;RUE;6
ROUGET DE L ISLE;1481;RUE;94
DE LA REPUBLIQUE;1482;PL;16
LE PRE AU BOIS;1483;VC;4
DE JARDY;1484;BD;24
DE MARNES;1485;RUE;16
JULES GUESDE;1486;RUE;52
DES LAVANDIERES;1487;PL;6
JEAN VARNET;1488;RUE;29
GALLIENI;1489;AV;86
JEAN JAURES;1490;AV;49
RENE;1491;ALL;10
ANATOLE FRANCE;1492;RUE;169
GABRIELLE JOSSERAND;1493;RUE;8
DE L OUEST;1494;BD;93
DE LA LEGION D HONNEUR;1495;RUE;20
SAINT GEORGES;1496;RUE;12
BLANQUI;1497;QUAI;19
DU PARC;1498;RUE;4
DE PARIS;1499;RUE;11
DE SUCY;1500;RUE;43
DE LA PORTE DE BRIE;1501;RUE;17
PASTEUR;1502;RUE;73
JEAN D ESTIENNE D ORVES;1503;AV;2
GR  RUE CHARLES DE GAULLE;1504;;35
